Image,Mean,Variance,Entropy,LSB Ratio,Horizontal Difference,Vertical Difference,Label
img023.png,104.3422417231751,6369.300623970412,7.581576770422833,0.5019177073425178,123.84400591096608,113.06756777584268,0
img024.png,104.37409420289855,3368.611253096492,7.674466367874425,0.503060125342734,114.56177253896232,103.79280275116679,0
img025.png,112.46869402672768,2537.699757876501,7.645492100570332,0.4977206149038864,122.64245457086945,136.55645016897563,0
img026.png,109.4438433534075,3992.119651031091,7.58853653918099,0.49948623728352215,104.9275086599569,115.02903666279784,0
img027.png,126.41983146067416,2463.424359522156,7.598808201034522,0.5016966292134831,111.2851323943662,116.98496431064376,0
img028.png,150.64188418199973,3828.4796192711387,7.51313046226691,0.5026743688489517,124.30261836441893,123.4397086786496,0
img029.png,126.80546396608572,1378.3176499781948,7.097070968277254,0.49749904672184464,119.11820229781482,118.71521013708514,0
img030.png,84.23714678178963,4368.3890616393655,7.343292038871974,0.4989697802197802,106.98821847579612,122.4060157790927,0
img031.png,47.479880846183256,1188.3610072242375,6.673572804632927,0.49389894227093156,96.80195075151903,96.07598784194529,0
img032.png,171.5158,4170.38955036,6.9544658407774635,0.5304,122.43040404040404,113.5580808080808,0
img033.png,128.4414,5802.556566040001,6.29265164680903,0.4966,107.77858585858586,98.64232323232324,0
img034.png,139.0008,8688.96279936,6.04675270790629,0.5808,108.09444444444445,90.68373737373737,0
img035.png,131.4184,5766.290141439999,6.849596108944106,0.506,125.529898989899,107.9679797979798,0
img036.png,196.8541,4265.44721319,5.743362439211436,0.6187,74.24,88.25616161616162,0
img037.png,188.9941,3021.6646651900005,5.953457971738711,0.5341,99.07242424242425,104.94,0
img038.png,184.8766,4614.81297244,5.777189720826599,0.5822,102.04343434343434,92.43444444444444,0
img039.png,70.24004424778761,1611.71026223993,6.90179859638132,0.5005530973451328,119.23129314738452,120.27157738095238,0
img040.png,178.52738366180816,4666.200826329925,6.854667733030629,0.45484480170451796,95.35275506230529,107.63657248997947,0
img041.png,112.51026392961877,3267.656433155062,7.653172964491453,0.49440642989030087,121.64674417335299,123.23501317523056,0
img042.png,92.964491857349,3271.5233217321024,7.2443068570229245,0.4939703153988868,110.02387858696778,118.80516505258774,0
img043.png,146.12687890559027,10649.178083469378,6.412857375112759,0.5650650228002027,89.93803056027164,99.40586557698037,0
img044.png,183.8537746052347,5761.083009221964,6.979727875292301,0.49491672074410553,98.02317391304348,103.83747927031509,0
img045.png,129.15235900878906,3807.079859852558,7.610599954545359,0.4971466064453125,115.14836090686275,98.97261029411764,0
img046.png,93.03376770019531,3965.088566163322,7.511385451798335,0.5019683837890625,106.53425245098039,106.84033394607843,0
img047.png,94.70912170410156,4800.387847702717,7.407728075019528,0.4958648681640625,99.69650735294118,82.51908700980393,0
img048.png,78.72317504882812,3072.162900417112,7.313935736281165,0.497344970703125,105.48295036764706,97.75811887254902,0
img049.png,102.21859741210938,5511.855993247591,7.194521179548643,0.477630615234375,103.08206188725491,99.15517769607843,0
img050.png,125.14016723632812,1871.1212833216414,7.351558859415754,0.50018310546875,109.40260416666666,108.02873774509804,0
img001_stego.png,152.45294380017842,2515.6359436087955,6.531444066394552,0.48806868867082964,85.03596800358002,106.99682395644282,1
img002_stego.png,63.53929049531459,3122.7997280106592,6.9808908630964,0.49779116465863454,94.54229607250755,107.22184242588331,1
img003_stego.png,134.0472970476296,2020.7573240135619,7.185850406608965,0.49957506558770276,102.19361418082029,113.98555107526882,1
img004_stego.png,137.6637575757576,1765.8400319412303,7.3240119339780465,0.49696969696969695,114.2777439951353,129.1974617737003,1
img005_stego.png,132.17952287778448,1075.937706816304,6.880039827543486,0.4997366044551475,103.66377227423739,128.88928218010201,1
img006_stego.png,113.0422009890202,2245.7076734391107,7.479467964961336,0.5025144581342721,122.00756938603868,123.95765983623944,1
img007_stego.png,141.4113,7310.0545323100005,7.297538382687095,0.5567,106.3689898989899,121.52949494949495,1
img008_stego.png,114.0811,5440.57472279,7.716241698352273,0.5057,111.2489898989899,132.28353535353534,1
img009_stego.png,105.3748,4707.772524959999,7.694461978692263,0.503,117.80737373737374,128.12858585858586,1
img010_stego.png,97.5823,6332.7712267100005,7.604306827008884,0.4957,108.59969696969696,113.830101010101,1
img011_stego.png,100.4325,7743.96384375,7.167906716905188,0.5261,99.98191919191919,110.10636363636364,1
img012_stego.png,78.8334,1848.7130444400002,7.253136747190439,0.5,119.20121212121212,124.13535353535353,1
img013_stego.png,110.43538969281543,3822.174116562163,7.832980947473324,0.4952252621711875,118.80561349903536,121.99615972412712,1
img014_stego.png,124.84146406059644,10102.226508392045,7.377070643500415,0.4869034376820806,110.40548918093721,113.1383692058476,1
img015_stego.png,100.6575880174513,2895.69939491286,7.636084671141776,0.5001712155032467,108.56262075452511,109.13557565120065,1
img016_stego.png,118.92057117358323,3268.5692376925026,7.536464628592242,0.5019187862561356,124.934455667789,105.30075525984535,1
img017_stego.png,102.79332849891226,6943.565473732677,7.691959943818096,0.49481133254982373,104.69296878926471,117.09093193927818,1
img018_stego.png,195.4345086410601,1115.1449371247807,6.815810889016434,0.5027567993328083,105.31614622288706,109.6387517466232,1
img019_stego.png,111.20742838868838,5134.356023214581,7.550166021064892,0.5131801361414409,102.7782501145213,97.39859178172617,1
img020_stego.png,107.5324598810459,4686.020071931254,7.427680338479196,0.501038042868365,109.66953901607953,99.9114756406646,1
img021_stego.png,115.33688531749497,3468.442005609163,7.723561445064985,0.5027707417435778,119.74603777258567,108.66539135514019,1
img022_stego.png,129.20729988965283,1210.515994585306,7.115949115077951,0.500517782870724,105.94626154304439,104.13953983446302,1
img023_stego.png,104.34221103985763,6369.305247469315,7.581582917944291,0.5017949740725968,123.84006526691707,113.05970747345222,1
img024_stego.png,104.37409420289855,3368.6109103624535,7.674508470633995,0.5033049353701528,114.54283389228645,103.79909113239991,1
img025_stego.png,112.46867170716737,2537.6971004508546,7.645492915459779,0.49774293446419104,122.64244897959183,136.5579049260312,1
img026_stego.png,109.44380932938655,3992.122750199295,7.588539347999426,0.4994658228709469,104.92402422060388,115.03256639584897,1
img027_stego.png,126.41985393258427,2463.417846270799,7.598805425930353,0.5017415730337078,111.2865690140845,116.98061854045169,1
img028_stego.png,150.6422051062616,3828.4468651417856,7.513094337933161,0.5029952931108258,124.3025824964132,123.44857030100815,1
img029_stego.png,126.805396675863,1378.3194406289342,7.097076980512075,0.4974766166476011,119.13550349177743,118.70950577200577,1
img030_stego.png,84.23719583987442,4368.380845668869,7.343223164142241,0.4991169544740973,106.95666962437149,122.41227810650888,1
img031_stego.png,47.479578182745,1188.3814167712226,6.673654702498768,0.49378743468841596,96.78149984010233,96.05171972484402,1
img032_stego.png,171.5148,4170.261980959999,6.95514315101664,0.5298,122.40454545454546,113.5849494949495,1
img033_stego.png,128.4408,5802.38429536,6.293465800992516,0.4966,107.75282828282829,98.6429292929293,1
img034_stego.png,138.9989,8688.34389879,6.049215387418126,0.5797,108.04282828282828,90.68565656565657,1
img035_stego.png,131.4173,5766.07816071,6.850188267671588,0.5057,125.58161616161617,107.9949494949495,1
img036_stego.png,196.8518,4265.1798367599995,5.746813238644382,0.617,74.34353535353536,88.28434343434344,1
img037_stego.png,188.9906,3021.2081116399995,5.955902217017645,0.5326,99.09838383838384,104.91767676767677,1
img038_stego.png,184.8727,4614.30309471,5.78164681032689,0.5791,102.09525252525252,92.38666666666667,1
img039_stego.png,70.24022861356931,1611.709897145376,6.901791017170525,0.5000921828908554,119.23129314738452,120.25948660714286,1
img040_stego.png,178.52762578083386,4666.236646626897,6.854434798172775,0.455086920730231,95.37767718068535,107.636328086812,1
img041_stego.png,112.51026392961877,3267.686953411389,7.653197854653917,0.494297816878462,121.64679875552645,123.24906675450154,1
img042_stego.png,92.96366728509585,3271.2622853760045,7.245089247303175,0.4954133168418883,110.16973997720916,118.65937727793398,1
img043_stego.png,146.12468333051848,10648.702196002574,6.415560461850398,0.5628694477284243,89.95976230899831,99.40807900225599,1
img044_stego.png,183.85303915206575,5760.989131473051,6.980694077316159,0.49470041098853557,98.07882608695652,103.88291001134678,1
img045_stego.png,129.1524200439453,3807.100379580399,7.610712033979828,0.4971771240234375,115.14836090686275,99.00784313725491,1
img046_stego.png,93.03387451171875,3965.073590066284,7.511329287504471,0.502166748046875,106.5499387254902,106.83630514705882,1
img047_stego.png,94.70933532714844,4800.424348886823,7.4077726716408465,0.4954986572265625,99.70041360294118,82.56985294117646,1
img048_stego.png,78.72285461425781,3072.1882813775446,7.313983696465276,0.4976043701171875,105.49079350490196,97.75844056372549,1
img049_stego.png,102.21865844726562,5511.833536139689,7.194551482109743,0.477783203125,103.08598345588236,99.17472426470589,1
img050_stego.png,125.14018249511719,1871.1145499178674,7.351574235264931,0.5002593994140625,109.40652573529412,108.0287224264706,1
