Image,Mean,Variance,Entropy,LSB Ratio,Horizontal Difference,Vertical Difference,Label
img018_stego.png,195.4345086410601,1115.1449371247807,6.815810889016434,0.5027567993328083,105.31614622288706,109.6387517466232,1
img019_stego.png,111.20742838868838,5134.356023214581,7.550166021064892,0.5131801361414409,102.7782501145213,97.39859178172617,1
img020_stego.png,107.5324598810459,4686.020071931254,7.427680338479196,0.501038042868365,109.66953901607953,99.9114756406646,1
img021_stego.png,115.33688531749497,3468.442005609163,7.723561445064985,0.5027707417435778,119.74603777258567,108.66539135514019,1
img022_stego.png,129.20729988965283,1210.515994585306,7.115949115077951,0.500517782870724,105.94626154304439,104.13953983446302,1
img023_stego.png,104.34221103985763,6369.305247469315,7.581582917944291,0.5017949740725968,123.84006526691707,113.05970747345222,1
img024_stego.png,104.37409420289855,3368.6109103624535,7.674508470633995,0.5033049353701528,114.54283389228645,103.79909113239991,1
img025_stego.png,112.46867170716737,2537.6971004508546,7.645492915459779,0.49774293446419104,122.64244897959183,136.5579049260312,1
img026_stego.png,109.44380932938655,3992.122750199295,7.588539347999426,0.4994658228709469,104.92402422060388,115.03256639584897,1
img027_stego.png,126.41985393258427,2463.417846270799,7.598805425930353,0.5017415730337078,111.2865690140845,116.98061854045169,1
img028_stego.png,150.6422051062616,3828.4468651417856,7.513094337933161,0.5029952931108258,124.3025824964132,123.44857030100815,1
img029_stego.png,126.805396675863,1378.3194406289342,7.097076980512075,0.4974766166476011,119.13550349177743,118.70950577200577,1
img030_stego.png,84.23719583987442,4368.380845668869,7.343223164142241,0.4991169544740973,106.95666962437149,122.41227810650888,1
img031_stego.png,47.479578182745,1188.3814167712226,6.673654702498768,0.49378743468841596,96.78149984010233,96.05171972484402,1
img032_stego.png,171.5148,4170.261980959999,6.95514315101664,0.5298,122.40454545454546,113.5849494949495,1
img033_stego.png,128.4408,5802.38429536,6.293465800992516,0.4966,107.75282828282829,98.6429292929293,1
img034_stego.png,138.9989,8688.34389879,6.049215387418126,0.5797,108.04282828282828,90.68565656565657,1
img035_stego.png,131.4173,5766.07816071,6.850188267671588,0.5057,125.58161616161617,107.9949494949495,1
img036_stego.png,196.8518,4265.1798367599995,5.746813238644382,0.617,74.34353535353536,88.28434343434344,1
img037_stego.png,188.9906,3021.2081116399995,5.955902217017645,0.5326,99.09838383838384,104.91767676767677,1
img038_stego.png,184.8727,4614.30309471,5.78164681032689,0.5791,102.09525252525252,92.38666666666667,1
img039_stego.png,70.24022861356931,1611.709897145376,6.901791017170525,0.5000921828908554,119.23129314738452,120.25948660714286,1
img040_stego.png,178.52762578083386,4666.236646626897,6.854434798172775,0.455086920730231,95.37767718068535,107.636328086812,1
img041_stego.png,112.51026392961877,3267.686953411389,7.653197854653917,0.494297816878462,121.64679875552645,123.24906675450154,1
img042_stego.png,92.96366728509585,3271.2622853760045,7.245089247303175,0.4954133168418883,110.16973997720916,118.65937727793398,1
img043_stego.png,146.12468333051848,10648.702196002574,6.415560461850398,0.5628694477284243,89.95976230899831,99.40807900225599,1
img044_stego.png,183.85303915206575,5760.989131473051,6.980694077316159,0.49470041098853557,98.07882608695652,103.88291001134678,1
img045_stego.png,129.1524200439453,3807.100379580399,7.610712033979828,0.4971771240234375,115.14836090686275,99.00784313725491,1
img046_stego.png,93.03387451171875,3965.073590066284,7.511329287504471,0.502166748046875,106.5499387254902,106.83630514705882,1
img047_stego.png,94.70933532714844,4800.424348886823,7.4077726716408465,0.4954986572265625,99.70041360294118,82.56985294117646,1
img048_stego.png,78.72285461425781,3072.1882813775446,7.313983696465276,0.4976043701171875,105.49079350490196,97.75844056372549,1
img049_stego.png,102.21865844726562,5511.833536139689,7.194551482109743,0.477783203125,103.08598345588236,99.17472426470589,1
img050_stego.png,125.14018249511719,1871.1145499178674,7.351574235264931,0.5002593994140625,109.40652573529412,108.0287224264706,1
